date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,electoral_district,region,electoral_district_id,bus_distance
23/03/2010,"1 Rosehill, Mullagh",Cavan,220000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJAf_e1O5VZ0gRoF7nN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Rosehill,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.81345260000001,-6.9301441000000015,"Rosehill, Co. Cavan, Ireland",,APPROXIMATE,Mullagh,Border,32010,1.155514708921438
23/03/2010,"Enniskeen, Dublin Road, Kingscourt",Cavan,115000.0,No,Second-Hand Dwelling house /Apartment,,ChIJAz_zYNasYEgRiPWqttiG_HM,"https://maps.googleapis.com/maps/api/geocode/json?address=Enniskeen,+Dublin+Road,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.89937020000001,-6.803200299999999,"Dublin Rd, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Kingscourt,Border,32008,0.6129308141122018
24/03/2010,"9 The Belfry, Church View",Cavan,130000.0,No,Second-Hand Dwelling house /Apartment,,ChIJV-joftoRXkgRlGid2ZJtzpE,"https://maps.googleapis.com/maps/api/geocode/json?address=9+The+Belfry,+Church+View,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.04468470000001,-7.3183429,"Church View, Raheg, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Ballyhaise,Border,32039,0.2653516306836186
25/03/2010,"16 Kilnavara Heights, Cavan",Cavan,120000.0,No,Second-Hand Dwelling house /Apartment,,ChIJy-AA_jMMXkgRYOkXYiRc7SI,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Kilnavara+Heights,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9845899,-7.3673964,"16 Kilnavara Heights, Lurganboy, Cavan, Co. Cavan, H12 W400, Ireland",H12 W400,ROOFTOP,Cavan Rural,Border,32048,0.6652366840771584
26/03/2010,"Corr, Loughduff",Cavan,187500.0,No,Second-Hand Dwelling house /Apartment,,ChIJIwjXjSZ1XkgR4GjfN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Corr,+Loughduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8783194,-7.4640594,"Drumhawnagh, Loughduff, Co. Cavan, Ireland",,APPROXIMATE,Loughdawan,Border,32092,5.104675228385732
30/03/2010,"5 Glenwood Park, Butlersbridge, Cavan",Cavan,93750.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJTdyR4w8SXkgRl66dTo1mn8w,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Glenwood+Park,+Butlersbridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0438461,-7.377864600000001,"5 Glenwood Park, Derrygarra Lower, Butlers Bridge, Co. Cavan, H12 R803, Ireland",H12 R803,ROOFTOP,Butler's Bridge,Border,32044,0.1281471947640615
31/03/2010,"Billis, Virginia",Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,ChIJb_vThNP9XUgRsH4xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Billis,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8344096,-7.0813222000000025,"Rahardrum, Virginia, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,0.0466781828233057
01/04/2010,"Ardlougher/Grenville, Ballyconnell",Cavan,30000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3QmJIcttXkgRQNExl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Ardlougher/Grenville,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.06327420000001,-7.5759622,"Ardlougher, Co. Cavan, Ireland",,APPROXIMATE,Bilberry,Border,32019,0.12024900431344986
02/04/2010,"Site 11, Cherry Grove, Drumgola Woods",Cavan,195389.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ2_kZBQoOXkgRe1XKfW32KOY,"https://maps.googleapis.com/maps/api/geocode/json?address=Site+11,+Cherry+Grove,+Drumgola+Woods,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0176416,-7.35407,"11 Cherry Grove, Drumherrish, Drumgola Wood, Co. Cavan, H12 FF84, Ireland",H12 FF84,ROOFTOP,Cavan Rural,Border,32048,0.5802374306112084
06/04/2010,"Aghaweenagh And Berrymount, Ballyconnell",Cavan,45000.0,No,Second-Hand Dwelling house /Apartment,,ChIJk_WBZjpsXkgR3mR8Rg2kLSc,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghaweenagh+And+Berrymount,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0766546,-7.587237700000001,"Aghaweenagh, River Valley, Co. Cavan, Ireland",,APPROXIMATE,Bilberry,Border,32019,1.6633954554136647
08/04/2010,"30 Glen Alainn, Kells Road, Mullagh",Cavan,131674.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJSaA_TPdVZ0gRnrfISgIjuV8,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Glen+Alainn,+Kells+Road,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8087154,-6.943722099999999,"30 Glen Alaínn, Rantavan, Mullagh, Co. Cavan, A82 K8P7, Ireland",A82 K8P7,ROOFTOP,Mullagh,Border,32010,0.40361255457376505
09/04/2010,"Uchter, Bailieborough",Cavan,290000.0,No,Second-Hand Dwelling house /Apartment,,ChIJjzQZPpuqYEgRAPQxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Uchter,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9156096,-6.9692941999999976,"Tanderagee, Bailieborough, Co. Cavan, Ireland",,APPROXIMATE,Bailieborough,Border,32002,0.05677986808740256
09/04/2010,"Urcher, Bailieborough",Cavan,290000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ35lYNSUAXkgR4jXHGajHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Urcher,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.91231879999999,-6.9944237000000005,"Urcher, Co. Cavan, Ireland",,APPROXIMATE,Bailieborough,Border,32002,1.679669794063375
13/04/2010,"1 Castlepoles, Arva",Cavan,193832.59,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJlfzPBBF0XkgREjD7uyKpK2o,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Castlepoles,+Arva,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.920327,-7.5461360000000015,"Castlepoles, Coronea, Co. Cavan, Ireland",,APPROXIMATE,Arvagh,Border,32036,1.4887605819658116
13/04/2010,Corlesmore,Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,ChIJVf5Serp0XkgRQo60uqfHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Corlesmore,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9276126,-7.4672943,"Leam, Corlismore, Co. Cavan, Ireland",,APPROXIMATE,Drumcarban,Border,32059,1.7355813609679174
14/04/2010,"Clonoose, Ballyheelan, Kilnaleck",Cavan,175000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQ7qOAx_gXUgRRafJ9JGKzOY,"https://maps.googleapis.com/maps/api/geocode/json?address=Clonoose,+Ballyheelan,+Kilnaleck,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8513585,-7.4015875,"Clonoose Big, Aghakilmore, Co. Cavan, Ireland",,APPROXIMATE,Drumlumman,Border,32089,4.8664029891602985
19/04/2010,"Cox'S Cottage, Maughan, Belturbet",Cavan,125000.0,No,Second-Hand Dwelling house /Apartment,,ChIJCRNCeHETXkgR4HYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Cox'S+Cottage,+Maughan,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10190559999999,-7.449667899999999,"Kilconny, Belturbet, Co. Cavan, Ireland",,APPROXIMATE,Belturbet Urban,Border,32042,0.005848956715348603
21/04/2010,"16 Drumcarrig, Drumalee",Cavan,152000.0,No,Second-Hand Dwelling house /Apartment,,ChIJg6Xd_NUNXkgRPUrTVPN6rPA,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Drumcarrig,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.996389,-7.349906700000001,"16 Drumcarraig, Drumalee, Cavan, Co. Cavan, H12 N634, Ireland",H12 N634,ROOFTOP,Cavan Rural,Border,32048,0.7180825804404746
22/04/2010,"53 Riverrun, Lough Dooley, Belturbet",Cavan,119295.15,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJL4bHBYcUXkgRR_BAbE1EXxo,"https://maps.googleapis.com/maps/api/geocode/json?address=53+Riverrun,+Lough+Dooley,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.12462489999999,-7.445497200000001,"Loughdooly, Co. Cavan, Ireland",,APPROXIMATE,Kilconny,Border,32064,2.5355858765197623
23/04/2010,"32 Highfield, Bailieborough",Cavan,120000.0,No,Second-Hand Dwelling house /Apartment,,ChIJASl6k8wNXkgRGW42zawW_aY,"https://maps.googleapis.com/maps/api/geocode/json?address=32+Highfield,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9917419,-7.3681556000000015,"32 Highfield Rd, Drumavanagh, Cavan, Co. Cavan, H12 TN34, Ireland",H12 TN34,ROOFTOP,Cavan Urban,Border,32001,0.3313774557888689
23/04/2010,"50 Loreto Wood, Cavan",Cavan,149779.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ0WGOyugNXkgRpO4AYVHrFgA,"https://maps.googleapis.com/maps/api/geocode/json?address=50+Loreto+Wood,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0170281,-7.371253500000001,"50 Loreto Wood, Drumkeen, Co. Cavan, H12 R208, Ireland",H12 R208,ROOFTOP,Cavan Rural,Border,32048,0.5474052751163072
23/04/2010,"6 Glenwood Park, Butlersbridge",Cavan,108125.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ6RN05A8SXkgRUNOQ-5BXahI,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Glenwood+Park,+Butlersbridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0437819,-7.3778607,"6 Glenwood Park, Derrygarra Lower, Butlers Bridge, Co. Cavan, H12 Y079, Ireland",H12 Y079,ROOFTOP,Butler's Bridge,Border,32044,0.1263146373689638
28/04/2010,"4 Foalies Bridge, Belturbet",Cavan,176000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJe51YBV4UXkgRrO5gNr8NX7s,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Foalies+Bridge,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1395598,-7.440418999999999,"Great hill, Foalies, Belturbet, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Kilconny,Border,32064,4.2254257055575355
28/04/2010,"Main Street, Bailieborough Road, Kinscourt",Cavan,127000.0,No,Second-Hand Dwelling house /Apartment,,ChIJKQdFt4SqYEgRJ7BCY5YxLyw,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+Street,+Bailieborough+Road,+Kinscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9160804,-6.9695699000000015,"Main St, Tanderagee, Bailieborough, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Bailieborough,Border,32002,0.0019523502969720663
29/04/2010,"Main Street, Shercock",Cavan,125000.0,No,Second-Hand Dwelling house /Apartment,,ChIJq0VA7EepYEgRaYpp_tQ83AY,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+Street,+Shercock,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99514809999999,-6.898374,"Main Street Shercock, Lisdrumskea, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Shercock,Border,32011,1.8183832907942643e-06
30/04/2010,"20 Drummany Fort, Butlersbridge",Cavan,148000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ-2ZAExoSXkgR2xZ2pi5PeWQ,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Drummany+Fort,+Butlersbridge,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0484054,-7.376613400000001,"20 Drummany Fort, Kilnaglare Upper, Butlers Bridge, Co. Cavan, H12 V120, Ireland",H12 V120,ROOFTOP,Butler's Bridge,Border,32044,0.5158117067182346
30/04/2010,"5 Clankee Court, Shercock",Cavan,103700.44,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJe8CWGkipYEgRttd-_Tvr6go,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Clankee+Court,+Shercock,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9955946,-6.8959600000000005,"5 Clankee Ct, Lisdrumskea, Shercock, Co. Cavan, A81 C525, Ireland",A81 C525,ROOFTOP,Shercock,Border,32011,0.13801860784742173
30/04/2010,"61 Station Lane, Swellan Lower",Cavan,119295.15,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJizoeHUoMXkgRy2XelItMrE4,"https://maps.googleapis.com/maps/api/geocode/json?address=61+Station+Lane,+Swellan+Lower,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.98420079999999,-7.3761098,"61 Station Ln, Swellan Lower, Cavan, Co. Cavan, H12 HK76, Ireland",H12 HK76,ROOFTOP,Cavan Rural,Border,32048,0.9116926620175672
04/05/2010,"55 The Drumlins, Virginia",Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGa9dyNX9XUgRmH6YwTUrqbc,"https://maps.googleapis.com/maps/api/geocode/json?address=55+The+Drumlins,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8369642,-7.076575399999999,"55 The Drumlins, Rahardrum, Virginia, Co. Cavan, A82 XP90, Ireland",A82 XP90,ROOFTOP,Virginia,Border,32034,0.4051704005139283
06/05/2010,"42 Ardkill Place, Garrymore, Ballinagh",Cavan,100000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJkdDHM2oLXkgR_eajQnWMG-E,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Ardkill+Place,+Garrymore,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9260888,-7.414399499999999,"42 Ardkill Pl, Garrymore, Ballinagh, Co. Cavan, H12 DK02, Ireland",H12 DK02,ROOFTOP,Bellananagh,Border,32041,0.6289398525749798
07/05/2010,"Corriga, Stradone",Cavan,282000.0,No,Second-Hand Dwelling house /Apartment,,ChIJywQbzMgIXkgRQDrpN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Corriga,+Stradone,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.94669709999999,-7.2552957,"Corriga, Marahill, Co. Cavan, Ireland",,APPROXIMATE,Crosskeys,Border,32055,1.8544394475781123
11/05/2010,"39 Lismeen Hills, Virginia Road, Ballyjamesduff",Cavan,280000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ6ew5OVX9XUgRBoFyMkalLeM,"https://maps.googleapis.com/maps/api/geocode/json?address=39+Lismeen+Hills,+Virginia+Road,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8676632,-7.196664999999999,"39 Lismeen Hills, Kilmore, Ballyjamesduff, Co. Cavan, A82 R6E5, Ireland",A82 R6E5,ROOFTOP,Ballyjamesduff,Border,32029,0.7038681801311261
11/05/2010,"Cortubber, Cootehill",Cavan,132158.59,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJKwQ9SuAcXkgRcBUyl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Cortubber,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0725034,-7.0823541,"Drumaveil North, Cootehill, Co. Cavan, Ireland",,APPROXIMATE,Cootehill Urban,Border,32051,0.028217699792706108
12/05/2010,"17 The Lawn, Belturbet",Cavan,155000.0,No,Second-Hand Dwelling house /Apartment,,ChIJCRNCeHETXkgR4HYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=17+The+Lawn,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10190559999999,-7.449667899999999,"Kilconny, Belturbet, Co. Cavan, Ireland",,APPROXIMATE,Belturbet Urban,Border,32042,0.005848956715348603
12/05/2010,"37 Ardkill Place, Ballinagh",Cavan,115555.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,ChIJaQJINmoLXkgRqpERhIO_yJg,"https://maps.googleapis.com/maps/api/geocode/json?address=37+Ardkill+Place,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9257211,-7.414226400000001,"37 Ardkill Pl, Garrymore, Ballinagh, Co. Cavan, H12 FH39, Ireland",H12 FH39,ROOFTOP,Bellananagh,Border,32041,0.658519908456074
12/05/2010,"Killytogher, Crosserlough",Cavan,185950.41,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJO_7INrUJXkgRwYvI_kIKIi4,"https://maps.googleapis.com/maps/api/geocode/json?address=Killytogher,+Crosserlough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.88954039999999,-7.2610576,"Killytogher, Co. Cavan, Ireland",,APPROXIMATE,Graddum,Border,32062,3.27792037059324
14/05/2010,"Lattoon, Ballyjamesduff",Cavan,220000.0,No,Second-Hand Dwelling house /Apartment,,ChIJP3iYsI0HXkgRgLaLcCTJnXY,"https://maps.googleapis.com/maps/api/geocode/json?address=Lattoon,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8782697,-7.1671367,"Lattoon, Correagh, Co. Cavan, Ireland",,APPROXIMATE,Lurgan,Border,32032,1.5248592393812133
17/05/2010,"Drumrockady, Cornafean",Cavan,165000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJT02d7oJ0XkgRoE2OQ0p7zn8,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumrockady,+Cornafean,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.935784700000006,-7.4956014999999985,"Drumrockady, Coronea, Co. Cavan, Ireland",,APPROXIMATE,Drumcarban,Border,32059,1.8169365457323992
20/05/2010,"Gartbratten, Cavan",Cavan,140969.16,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ_YtQmqMSXkgR8DPfN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Gartbratten,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0693946,-7.464044,"Gartbrattan, Co. Cavan, Ireland",,APPROXIMATE,Carrafin,Border,32046,3.1394401708204374
21/05/2010,"11 Derryoak, Ballyconnell, Cavan",Cavan,224222.03,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJnTbT1oxrXkgRhxbddcrnpH4,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Derryoak,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1156477,-7.587020799999999,"11 Derryoak, Cullyleenan, Ballyconnell, Co. Cavan, H14 PK27, Ireland",H14 PK27,ROOFTOP,Ballyconnell,Border,32015,0.3101717129075739
26/05/2010,"7 Drumglen Drive, Swellan Lower, Cavan",Cavan,185975.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJW6AkOEoMXkgRI0xk8crVv2A,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Drumglen+Drive,+Swellan+Lower,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9851813,-7.378012000000001,"7 Drumglen Dr, Swellan Lower, Cavan, Co. Cavan, H12 VX21, Ireland",H12 VX21,ROOFTOP,Cavan Rural,Border,32048,0.9498780109984708
26/05/2010,"Cormaddyduff, Loughduff",Cavan,62000.0,No,Second-Hand Dwelling house /Apartment,,ChIJy9MLRHd1XkgRJx9oR8hEFIY,"https://maps.googleapis.com/maps/api/geocode/json?address=Cormaddyduff,+Loughduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.86243100000001,-7.4814985000000025,"Cormaddyduff, Co. Cavan, Ireland",,APPROXIMATE,Loughdawan,Border,32092,6.443966482578366
27/05/2010,"4 Cavan Street, Cootehill",Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,Eh40IENhdmFuIFN0LCBDby4gQ2F2YW4sIElyZWxhbmQiGhIYChQKEgnXacsP3hxeSBEEe9D6Rb4_ChAE,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Cavan+Street,+Cootehill,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.07225010000001,-7.083005999999999,"4 Cavan St, Drumaveil North, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Cootehill Urban,Border,32051,0.02668701013085529
27/05/2010,"Antiduff, Ballyhaise",Cavan,165000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGbs5YyAOXkgRtriYvD5NUa4,"https://maps.googleapis.com/maps/api/geocode/json?address=Antiduff,+Ballyhaise,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0351411,-7.327431599999999,"Antiduff Rd, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Ballyhaise,Border,32039,0.83362838699431
27/05/2010,"No 3 Drumcarrow, Baileborough, Cavan",Cavan,281938.32,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ9cy7Y0UAXkgRMtWp4ev4wM0,"https://maps.googleapis.com/maps/api/geocode/json?address=No+3+Drumcarrow,+Baileborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9119913,-7.0178058000000005,"Drumacarrow, Co. Cavan, Ireland",,APPROXIMATE,Bailieborough,Border,32002,2.9932663768398786
28/05/2010,"Kilconny, Belturbet",Cavan,102000.0,No,Second-Hand Dwelling house /Apartment,,ChIJCRNCeHETXkgR4HYxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilconny,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10190559999999,-7.449667899999999,"Kilconny, Belturbet, Co. Cavan, Ireland",,APPROXIMATE,Belturbet Urban,Border,32042,0.005848956715348603
02/06/2010,"54 Ardkill Place, Garrymore, Ballinagh",Cavan,105726.87,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJdyIWP2oLXkgRiEPPCofe4zA,"https://maps.googleapis.com/maps/api/geocode/json?address=54+Ardkill+Place,+Garrymore,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9256693,-7.4154158,"54 Ardkill Pl, Garrymore, Ballinagh, Co. Cavan, H12 TW99, Ireland",H12 TW99,ROOFTOP,Bellananagh,Border,32041,0.7043454803043714
04/06/2010,"3 Willow Avenue, Belturbet",Cavan,118942.73,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ5SN_53YTXkgRurSbRbyBhKk,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Willow+Avenue,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1026311,-7.442272,"3 Willow Ave, Corporation Lands, Belturbet, Co. Cavan, H14 TW35, Ireland",H14 TW35,ROOFTOP,Belturbet Urban,Border,32042,0.2607990298018084
04/06/2010,"Ballyheady, Ballyconnell",Cavan,199118.94,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJ6fuhRbxuXkgR36_RfiWaKXY,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballyheady,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.08804379999999,-7.630676499999999,"Bellaheady, Co. Cavan, Ireland",,APPROXIMATE,Lissanover,Border,32024,2.2333461978118656
04/06/2010,"Lislea, Virginia, Cavan",Cavan,360000.0,No,Second-Hand Dwelling house /Apartment,,ChIJt46Qvu7-XUgR6Ouug8TGUEU,"https://maps.googleapis.com/maps/api/geocode/json?address=Lislea,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8198757,-7.031502199999999,"Lislea, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,2.0225712199506294
08/06/2010,"3 Corglass, Crubary, Cavan",Cavan,185000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJZ0z9I6AOXkgRn0Q0DTWwzI8,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Corglass,+Crubary,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9695261,-7.339587,"3, Corglass, Co. Cavan, H12 H023, Ireland",H12 H023,ROOFTOP,Moynehall,Border,32073,1.5416642187879777
11/06/2010,"12 Deanery Banks, Belturbet",Cavan,230000.0,No,Second-Hand Dwelling house /Apartment,,ChIJeW1YPXYTXkgRc2dxQz0Ccxo,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Deanery+Banks,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1020134,-7.4378451,"12 Deanery Banks, Corporation Lands, Belturbet, Co. Cavan, H14 X002, Ireland",H14 X002,ROOFTOP,Belturbet Urban,Border,32042,0.4611809701774999
