date_of_sale,address,county,price,vat_exclusive,property_description,property_size,eircode,geocoding_url,longitude,latitude,formatted_address,place_id,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
19/06/2010,"Rossduff, Moyne",Longford,170000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Rossduff,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.599000699999999,53.89278100000001,"Rosduff, Co. Longford, Ireland",ChIJGZ6effF2XkgRgt5Ru6fHACY,APPROXIMATE,Midland,09017,Columbkille,3.2465177407292827,22.67568923934834
22/06/2010,"Clonfin, Ballinalee",Longford,34000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Clonfin,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6492289000000016,53.775324,"School Land, Ballinalee, Co. Longford, Ireland",ChIJKwjMoULXXUgRCNWma1Xsc4g,GEOMETRIC_CENTER,Midland,09014,Ballinalee,0.5651766717228944,10.073555841025527
23/06/2010,"5 The Laurels, Lisnamuck, Longford",Longford,185022.02,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 K0D6,"https://maps.googleapis.com/maps/api/geocode/json?address=5+The+Laurels,+Lisnamuck,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7760178,53.7356323,"5 The Laurels, Ballinalee Rd, Lisnamuck, Longford, N39 K0D6, Ireland",ChIJb6vBbo3TXUgRaFjPaLe3hEo,ROOFTOP,Midland,09051,Longford Rural,1.3000621683559177,1.809690507686976
25/06/2010,"22 Shantobar, Ballinalee",Longford,88104.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 D275,"https://maps.googleapis.com/maps/api/geocode/json?address=22+Shantobar,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6556392,53.77415689999999,"22 Shantobar, Gorteenrevagh, Ballinalee, Co. Longford, N39 D275, Ireland",ChIJ3-cxkkLXXUgR-IDHI4_z2A0,ROOFTOP,Midland,09014,Ballinalee,0.20610666728155866,10.085535956386046
29/06/2010,"Aghaloughan, Lanesborough",Longford,275000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghaloughan,+Lanesborough,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9921088000000005,53.629563,"Aghaloughan, Cullentra, Co. Longford, Ireland",ChIJcwUmDc8xXEgRpETSoVFcYfE,APPROXIMATE,Midland,09055,Rathcline,4.7693057182654925,16.668904702492572
30/06/2010,"1 Battery Court, Demesne Lane, Longford",Longford,275000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 N7Y0,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Battery+Court,+Demesne+Lane,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.806261599999999,53.734207999999995,"1 Battery Ct, Demesne, Longford, N39 N7Y0, Ireland",ChIJVSIRtXnTXUgRsN0M4gFrBaU,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.7087529632536371,1.2795809150219752
30/06/2010,"2 Fitzgerald House, Leader Park, Dublin Road",Longford,79646.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Fitzgerald+House,+Leader+Park,+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7888104999999985,53.7243613,"Apartment 6, Fitzgerald House, Leader Park, Dublin Rd, Glack, Longford, Ireland",ChIJ40c39ZjTXUgRdeLYFYrWvcw,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.08877696443841575,0.4607826617339738
30/06/2010,"6 Lyanmore, Ardagh",Longford,334801.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 D792,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Lyanmore,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6938580000000005,53.6646221,"6, Lyanmore, Co. Longford, N39 D792, Ireland",ChIJU4bC7t_RXUgRQilP_6ZDjwM,ROOFTOP,Midland,09038,Ardagh East,0.27679721147196634,6.528922191090696
30/06/2010,"Lismoy, Newtownforbes",Longford,150000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lismoy,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8220439,53.766785,"Lismoy, White Linen Woods, Co. Longford, Ireland",ChIJjzQ0OPTUXUgREl_HGajHACY,APPROXIMATE,Midland,09043,Caldragh,0.8117859492641483,5.014243887778696
07/07/2010,"Drimnacor, Ballymahon",Longford,185000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Drimnacor,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8145837,53.5464549,"Barnacor, Co. Longford, Ireland",ChIJUSuH6ck0XEgRB6HcK8Jjl4Q,APPROXIMATE,Midland,09012,Ledwithstown,1.7557077380704569,19.810472049136575
07/07/2010,"Longhal House, Lisduff",Longford,155000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Longhal+House,+Lisduff,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7901102999999985,53.70552239999999,"Lisduff, Co. Longford, Ireland",ChIJe9r1qqvTXUgRkdbXvwZWRNI,APPROXIMATE,Midland,09051,Longford Rural,2.1344451854354407,2.1122391232414746
08/07/2010,"4 Battery Court, Longford",Longford,72500.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Battery+Court,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.806156399999999,53.733765700000006,"4 Battery Ct, Demesne, Longford, Ireland",Eh80IEJhdHRlcnkgQ3QsIExvbmdmb3JkLCBJcmVsYW5kIhoSGAoUChIJxWqj03nTXUgRtSfddy6Ac2QQBA,RANGE_INTERPOLATED,Midland,09002,Longford No. 2 Urban,0.6620442639494192,1.234148478830749
09/07/2010,"10 Sliabh Rua, Drumlish",Longford,158000.0,No,Second-Hand Dwelling house /Apartment,,N39 H795,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Sliabh+Rua,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.772868499999999,53.815976899999995,"10 Sliabh Rua, Drumlish, Co. Longford, N39 H795, Ireland",ChIJ9faCQuHVXUgRfaxhSSm4p9M,ROOFTOP,Midland,09048,Drumlish,0.6144861722889657,10.297332527684087
12/07/2010,"7 Lyanmore, Ardagh, Longford",Longford,334801.76,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 T223,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Lyanmore,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.693803999999999,53.6643154,"7, Lyanmore, Co. Longford, N39 T223, Ireland",ChIJ1VjO8d_RXUgRsW_mB6Z3uO0,ROOFTOP,Midland,09038,Ardagh East,0.3110321131170187,6.539815374613142
12/07/2010,"9 Hill Crescent, Ballymahon",Longford,70484.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 K497,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Hill+Crescent,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7627042999999984,53.5577591,"9 Hill Cres, Creevagh Beg, Ballymahon, Co. Longford, N39 K497, Ireland",ChIJL9F5CHHLXUgRlJnZYmdfveo,ROOFTOP,Midland,09004,Ballymahon,0.3811811072123063,17.961296166445198
15/07/2010,"Lisryan, Edgeworthstown, Longford",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisryan,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.502202899999999,53.73023560000001,"Lisryan, Teemore Industrial Estate, Co. Longford, Ireland",ChIJWTQ284DbXUgRQiFSu6fHACY,APPROXIMATE,Midland,09018,Coolamber,4.903930980756709,8.072329073379532
26/07/2010,"18 Melview Glen, Melview, Longford",Longford,210000.0,No,Second-Hand Dwelling house /Apartment,,N39 D9Y8,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Melview+Glen,+Melview,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7853710000000005,53.76398960000001,"18, Gorteenorna, Melview Glen, Co. Longford, N39 D9Y8, Ireland",ChIJUfRwAGvUXUgRBcl4BMqVIww,ROOFTOP,Midland,09043,Caldragh,0.5626270857636468,4.457031528230322
30/07/2010,"Bundoon, Killoe",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Bundoon,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.753832099999999,53.774938799999994,"Bundoon, Co. Longford, Ireland",ChIJUV95353WXUgRw3XUXQCm_Ug,APPROXIMATE,Midland,09045,Cloonee,1.8142374651231488,6.2654208905489694
30/07/2010,"Fisherstown, Clondra",Longford,200000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Fisherstown,+Clondra,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8994513999999985,53.7506837,"Fisherstown, Whitehall, Co. Longford, Ireland",ChIJrbi1AXwrXEgRYvw3u6fHACY,APPROXIMATE,Midland,09044,Cloondara,1.6845836158047118,7.400337988984767
03/08/2010,"Ballymulvey, Ballymahon",Longford,175000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballymulvey,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.747889199999999,53.5669706,"Ballymulvey, Creevagh, Co. Longford, Ireland",ChIJ23Z8r3nLXUgRwllRu6fHACY,APPROXIMATE,Midland,09004,Ballymahon,0.9176051163708222,16.559207636329447
04/08/2010,"Barney, Ardagh",Longford,202365.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Barney,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.694090000000001,53.66715,"Lyanmore, Ardagh Village, Co. Longford, Ireland",ChIJqwE_ON7RXUgRqTCLWkDv6-g,APPROXIMATE,Midland,09038,Ardagh East,0.018313809248066804,6.432367142538858
10/08/2010,"Lismoy, Newtownforbes",Longford,275000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lismoy,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8220439,53.766785,"Lismoy, White Linen Woods, Co. Longford, Ireland",ChIJjzQ0OPTUXUgREl_HGajHACY,APPROXIMATE,Midland,09043,Caldragh,0.8117859492641483,5.014243887778696
12/08/2010,"Lisnagrish, Dublin Road, Edgeworthstown",Longford,220000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisnagrish,+Dublin+Road,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.583669999999999,53.683840000000004,"Lisnagrish, Edgeworthstown, Longford, Ireland",ChIJ47VjhsfaXUgRdsQM7EUmCk8,GEOMETRIC_CENTER,Midland,09015,Ballymuigh,2.2996014847881208,1.3902907585503526
13/08/2010,"Farragh, Killoe",Longford,200000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Farragh,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.696189500000001,53.75699030000001,"Rhine, Killoe, Co. Longford, Ireland",ChIJMZjBN8rWXUgRYE7fN6nHABg,APPROXIMATE,Midland,09045,Cloonee,1.8925387860052847,7.495686060584535
13/08/2010,"Fisherstown, Clondra",Longford,132158.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Fisherstown,+Clondra,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8994513999999985,53.7506837,"Fisherstown, Whitehall, Co. Longford, Ireland",ChIJrbi1AXwrXEgRYvw3u6fHACY,APPROXIMATE,Midland,09044,Cloondara,1.6845836158047118,7.400337988984767
18/08/2010,"2 Rockview, Legan",Longford,95000.0,No,Second-Hand Dwelling house /Apartment,,N39 X078,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Rockview,+Legan,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.631514900000001,53.622475699999995,"2 Rockview, Smithfield, Legan, Co. Longford, N39 X078, Ireland",ChIJh15rIwrPXUgRklemkQA0TpU,ROOFTOP,Midland,09009,Foxhall,0.14892944930686028,7.601163112593802
20/08/2010,"Corneddan, Ballinalee",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Corneddan,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7237700999999985,53.80035279999999,"Corneddan, Co. Longford, Ireland",ChIJMUhRFVHWXUgRIoFRu6fHACY,APPROXIMATE,Midland,09037,Aghaboy,2.4025803150955567,9.688481996796003
23/08/2010,"4 Cloverwell, Edgeworthstown",Longford,167000.0,No,Second-Hand Dwelling house /Apartment,,N39 CC66,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Cloverwell,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6129802,53.702249800000004,"4 Cloverwell, Keelogenasause, Edgeworthstown, Co. Longford, N39 CC66, Ireland",ChIJEyuKN4PaXUgRFQzAVJMF8ME,ROOFTOP,Midland,09030,Meathas Truim,0.5923725126741654,1.611957534135906
27/08/2010,"Berrinagh, Moyne",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Berrinagh,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6285068,53.915219799999996,"Moyne, Co. Longford, Ireland",ChIJUYf1iCN3XkgRMM4xl6nHAAo,APPROXIMATE,Midland,09033,Moyne,0.1445907904163578,23.901958137530627
27/08/2010,"Berrinagh, Moyne",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Berrinagh,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6285068,53.915219799999996,"Moyne, Co. Longford, Ireland",ChIJUYf1iCN3XkgRMM4xl6nHAAo,APPROXIMATE,Midland,09033,Moyne,0.1445907904163578,23.901958137530627
27/08/2010,"Berrinagh, Moyne",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Berrinagh,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6285068,53.915219799999996,"Moyne, Co. Longford, Ireland",ChIJUYf1iCN3XkgRMM4xl6nHAAo,APPROXIMATE,Midland,09033,Moyne,0.1445907904163578,23.901958137530627
27/08/2010,"Derryharrow, Longford",Longford,118000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Derryharrow,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7760158,53.756195999999996,"Derryharrow, Co. Longford, Ireland",ChIJi_L81hTUXUgRAk8uu6fHACY,APPROXIMATE,Midland,09043,Caldragh,1.5144222578354465,3.7705766140910555
27/08/2010,"Greenview, Edgeworthstown",Longford,103500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Greenview,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
31/08/2010,"Aughareagh, Ballinalee",Longford,150000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aughareagh,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.620489099999999,53.78906980000001,"Aughagreagh, Hawkswood, Co. Longford, Ireland",ChIJVyKIrcjZXUgR2ZE8kw0XA4s,APPROXIMATE,Midland,09025,Gelshagh,2.8814538614683127,11.197485766812294
01/09/2010,"Aghagreagh, Ballinalee",Longford,220000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghagreagh,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6360867,53.8013404,"Aghagreagh, Co. Longford, Ireland",ChIJPRu8JCzYXUgRtG5EN0MgtZY,APPROXIMATE,Midland,09025,Gelshagh,3.2108714044685733,12.689201410537189
02/09/2010,"2 Glasheen, Newtownforbes Road, Drumlish",Longford,195000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Glasheen,+Newtownforbes+Road,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8356210000000015,53.7654838,"Townparks, Newtown Forbes, Co. Longford, Ireland",ChIJazNIB-vUXUgR0Bgyl6nHAAo,APPROXIMATE,Midland,09054,Newtown Forbes,0.13605430437985286,5.257533207957849
06/09/2010,"2 Taghshinny Lodge, Chapel Lane, Longford",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Taghshinny+Lodge,+Chapel+Lane,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.798526299999999,53.727372700000004,"Taghshinny Lodge, Chapel Ln, Deanscurragh, Longford, Ireland",ChIJcwlsc57TXUgRpob_gfK2jtc,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.11858103676401588,0.36740294415140495
08/09/2010,"Coolcor, Granard",Longford,225000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Coolcor,+Granard,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.565781999999999,53.7871535,"Coolcor, Co. Longford, Ireland",ChIJY3eYbw7ZXUgRIvBRu6fHACY,APPROXIMATE,Midland,09016,Bunlahy,2.275726886592059,11.19657228841785
13/09/2010,"Ballyboy, Abbeylara",Longford,145000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballyboy,+Abbeylara,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.4554865,53.7552215,"Ballyboy, Teemore Industrial Estate, Co. Longford, Ireland",ChIJWRcnXNPdXUgR0kZSu6fHACY,APPROXIMATE,Midland,09024/09035,Firry/Newgrove,1.192085977623721,12.192341786959954
14/09/2010,"Ballycloughan, Carrickboy",Longford,250000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballycloughan,+Carrickboy,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7052057000000005,53.64725840000001,"Ballycloghan, Ballintober, Co. Longford, Ireland",ChIJs-OF-hHOXUgRS0wfDB0QN4Q,APPROXIMATE,Midland,09011,Kilglass,0.5662840636310481,8.136856780869879
14/09/2010,"Wrens Cottage, Loughawn, Newtowncashel",Longford,93000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Wrens+Cottage,+Loughawn,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.937952900000001,53.58751700000001,"Ballyrevagh, Newtowncashel, Co. Longford, Ireland",ChIJ88bpMGExXEgR8Zq6GajHACY,APPROXIMATE,Midland,09006,Cashel West,9.004428659823914,17.857290115900234
22/09/2010,"56 Abhainn Glas, Edgeworthstown",Longford,95000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 NX56,"https://maps.googleapis.com/maps/api/geocode/json?address=56+Abhainn+Glas,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6146550999999985,53.69915500000001,"56 Abhainn Glas, Keelogenasause, Edgeworthstown, Co. Longford, N39 NX56, Ireland",ChIJRTjyBZ3aXUgR6V1V8nJ8rqo,ROOFTOP,Midland,09030,Meathas Truim,0.3020739507010057,1.3586688319732343
26/09/2010,"Water Street, Bruree",Longford,35000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Water+Street,+Bruree,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7995546000000004,53.730127100000004,"Great Water St, Deanscurragh, Longford, Ireland",ChIJL-s8-ZzTXUgR7qMiRLIPo68,GEOMETRIC_CENTER,Midland,09001,Longford No. 1 Urban,0.12480932833633054,0.6767901157465356
30/09/2010,"2 Goldsmith Terrace, Ballymahon",Longford,110500.0,No,Second-Hand Dwelling house /Apartment,,N39 XK72,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Goldsmith+Terrace,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7605907000000025,53.55989349999999,"2 Goldsmith Terrace, Creevagh Beg, Ballymahon, Co. Longford, N39 XK72, Ireland",ChIJ_Z0wyHDLXUgRX7_8zH6Rd5w,ROOFTOP,Midland,09004,Ballymahon,0.17472717214182076,17.687033879319774
30/09/2010,"Lissanore, Edgeworthstown",Longford,180000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lissanore,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.5694595,53.7080676,"Lissanore, Co. Longford, Ireland",ChIJ_7zoMfzaXUgRaUShgnXrJKE,APPROXIMATE,Midland,09020,Crosagstown,1.491511603138092,3.0684719220267582
04/10/2010,"11 Crescent Hill, Creevaghbeg, Ballymahon",Longford,183259.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 CR20,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Crescent+Hill,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.762102100000001,53.55756039999999,"11 Hill Cres, Creevagh Beg, Ballymahon, Co. Longford, N39 CR20, Ireland",ChIJs5VdDnHLXUgRLRw3VXGXPpU,ROOFTOP,Midland,09004,Ballymahon,0.4014194558394003,17.95607469456738
04/10/2010,"Carrickmoyragh House, Newtownforbes",Longford,125000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Carrickmoyragh+House,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.833239,53.77847089999999,"Carrickmoyragh House, Carrickmoyragh, Newtown Forbes, Co. Longford, Ireland",ChIJCe9J9OTUXUgRv84vw7PYdvE,ROOFTOP,Midland,09042,Breanrisk,1.231641302515746,6.491715279227392
06/10/2010,"27 Ardnacassa, Longford",Longford,135000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Ardnacassa,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.778933700000001,53.725296900000004,"27 Ardnacassa, Longford, Ireland",EiAyNyBBcmRuYWNhc3NhLCBMb25nZm9yZCwgSXJlbGFuZCIaEhgKFAoSCbFy8WqW011IEXq3Onl6Ao7UEBs,RANGE_INTERPOLATED,Midland,09051,Longford Rural,0.3961306625319654,1.1170271700089929
07/10/2010,"Kilfantan, Granard",Longford,158000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Kilfantan,+Granard,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.5012256000000015,53.77693840000001,"Granard, Co. Longford, Ireland",ChIJe3pmscHeXUgRYM_qN6nHABg,APPROXIMATE,Midland,09027,Granard Urban,0.33112799175327,11.861203336445177
