Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
700,Cullohill,Cullahill,E0828001,3,R639,BCT,828000045,635367,674287
700,Cullohill,Cullahill,E0828001,4,R639,BCT,828000046,635375,674291
701,Cummer Road Galway,Corrofin (Galway),E0847100,1,Galway Road,BCT,847000177,539911,743101
701,Cummer Road Galway,Corrofin (Galway),E0847100,2,Galway Road,BCT,847000178,539911,743101
701,Cummer Road Galway,Corrofin (Galway),E0847100,3,Galway Road,BCT,847000179,539921,743102
701,Cummer Road Galway,Corrofin (Galway),E0847100,4,Galway Road,BCT,847000180,539911,743101
701,Cummer Road Galway,Corrofin (Galway),E0847100,5,Galway Road,BCT,847000181,539921,743102
701,Cummer Road Galway,Corrofin (Galway),E0847100,6,Galway Road,BCT,847000182,539921,743102
701,Cummer Road Galway,Corrofin (Galway),E0847100,7,Galway Road,BCT,847000183,539911,743101
701,Cummer Road Galway,Corrofin (Galway),E0847100,8,Galway Road,BCT,847000184,539916,743101
701,Cummer Road Galway,Corrofin (Galway),E0847100,9,Galway Road,BCT,847000185,539911,743101
702,Currabaha Cross,Templederry,E0842017,1,R498,BCT,843000047,598163,669111
702,Currabaha Cross,Templederry,E0842017,2,R498,BCT,843000048,598155,669109
702,Currabaha Cross,Templederry,E0842017,3,R498,BCT,843000049,598163,669111
702,Currabaha Cross,Templederry,E0842017,4,R498,BCT,843000061,598155,669109
703,Curragh Road Cork,Turner's Cross,E0837018,1,Curragh Road,BCT,838000107,567876,570600
703,Curragh Road Cork,Turner's Cross,E0837018,2,Curragh Road,BCT,838000108,567886,570590
704,Currandrum Road Galway,Corrofin (Galway),E0847100,1,Galway Road,BCT,847000324,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,2,Galway Road,BCT,847000325,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,3,Galway Road,BCT,847000326,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,4,Galway Road,BCT,847000327,539377,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,5,Galway Road,BCT,847000328,539377,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,6,Galway Road,BCT,847000329,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,7,Galway Road,BCT,847000330,539377,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,8,Galway Road,BCT,847000331,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,9,Galway Road,BCT,847000332,539377,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,10,Galway Road,BCT,847000333,539369,739659
704,Currandrum Road Galway,Corrofin (Galway),E0847100,11,Galway Road,BCT,847000334,539377,739659
706,Custom House Cork,Cork Bus Station,E0837028,1,Albert Street,BCT,838000117,568087,571987
706,Custom House Cork,Cork Bus Station,E0837028,2,Albert Street,BCT,838000118,568087,571987
710,Dalkey Post Office,Dalkey,E0825001,1,Hyde Road,BCT,825000303,726182,727012
710,Dalkey Post Office,Dalkey,E0825001,2,Hyde Road,BCT,825000304,726240,726999
711,Dalton Street Knock,Knock (Mayo),E0849021,1,Dalton Street,BCT,849000163,539409,783028
711,Dalton Street Knock,Knock (Mayo),E0849021,2,Dalton Street,BCT,849000164,539300,782686
713,Darmody's Cross,Borrisoleigh,E0842054,1,R498,BCT,843000064,604604,665770
713,Darmody's Cross,Borrisoleigh,E0842054,2,R498,BCT,843000065,604594,665755
713,Darmody's Cross,Borrisoleigh,E0842054,3,R498,BCT,843000066,604604,665770
713,Darmody's Cross,Borrisoleigh,E0842054,4,R498,BCT,843000067,604594,665755
714,Davenport Hotel Merrion Street,Merrion Square,E0822065,1,Merrion Street Lower,BCT,8220PB003783,716511,733796
714,Davenport Hotel Merrion Street,Merrion Square,E0822065,2,Stop No. 4839,BCT,8220DB004839,716511,733796
714,Davenport Hotel Merrion Street,Merrion Square,E0822065,3,Merrion Street Lower,BCT,825000306,716511,733796
714,Davenport Hotel Merrion Street,Merrion Square,E0822065,YYY,O'Callaghan Davenport Hotel,TXR,8220TR000312,716529,733818
715,Days Hotel Merchants Quay Waterford,Waterford,E0844001,1,Merchants Quay,BCT,845000017,660203,612813
715,Days Hotel Merchants Quay Waterford,Waterford,E0844001,2,Merchants Quay,BCT,845000018,660204,612809
715,Days Hotel Merchants Quay Waterford,Waterford,E0844001,3,Merchants Quay,BCT,845000019,660213,612816
715,Days Hotel Merchants Quay Waterford,Waterford,E0844001,4,Merchants Quay,BCT,845000020,660208,612813
716,De La Salle College Waterford,Waterford,E0844001,1,Newtown Road,BCT,845000021,661355,611652
716,De La Salle College Waterford,Waterford,E0844001,2,Newtown Road,BCT,845000022,661355,611652
717,Deerpark Bandon,Bandon,E0838188,1,Deerpark,BCT,838000119,548080,554566
717,Deerpark Bandon,Bandon,E0838188,2,Deerpark,BCT,838000120,548054,554451
718,Deerpark Shop Bandon,Bandon,E0838188,1,Deerpark,BCT,838000121,548023,554764
719,Dermot Hurley Estate Youghal,Youghal (Cork),E0838068,1,Dermot Hurley Estate,BCT,838000122,609712,578090
720,Derry,Rosenallis,E0828015,2,R422,BCT,828000018,636801,710338
720,Derry,Rosenallis,E0828015,3,R422,BCT,828000019,636801,710338
720,Derry,Rosenallis,E0828015,1,R422,BCT,828000059,637393,710292
721,Derry Road Monaghan,Monaghan,E0854044,1,Derry Road,BCT,854000005,667805,834913
721,Derry Road Monaghan,Monaghan,E0854044,2,Derry Road,BCT,854000006,667816,834910
722,Derrydonnell,County Galway,E0847132,1,R446,BCT,847000132,542841,725439
722,Derrydonnell,County Galway,E0847132,2,R446,BCT,847000133,542840,725422
723,Derrylea,County Galway,E0847132,1,N59,BCT,847000134,471058,749690
724,Derrylemoge,County Laois,E0828040,1,Derrylemoge,BCT,828000022,639897,707085
725,Derrymihann,Castletown Bearhaven,E0838158,1,R572,BCT,838000067,470382,546474
725,Derrymihann,Castletown Bearhaven,E0838158,2,R572,BCT,838000068,470368,546437
726,Derrynane House,Caherdaniel,E0839076,1,Derrynane More,BCT,839000005,453074,558922
727,Derrypark,Killateeaun,E0849046,1,R300,BCT,849000056,503741,762452
728,"DID Electrical, Mountjoy Square West",Dublin,E0822013,1,Mountjoy Square West,BCT,825000207,715925,735410
728,"DID Electrical, Mountjoy Square West",Dublin,E0822013,2,Mountjoy Square West,BCT,825000208,715925,735410
729,Dingle Tourist Office,Dingle,E0839001,1,Strand Street,BCT,839000006,444206,601023
729,Dingle Tourist Office,Dingle,E0839001,2,Strand Street,BCT,839000007,444206,601023
729,Dingle Tourist Office,Dingle,E0839001,3,Strand Street,BCT,839000008,444206,601023
730,Dock Road Car Park Galway,Galway,E0846001,1,Dock Street,BCT,847000141,529834,724901
731,Dog and Duck Ballykeeran,Ballykeeran,E0833045,1,Athlone Road,BCT,833000006,607389,744232
731,Dog and Duck Ballykeeran,Ballykeeran,E0833045,2,Athlone Road,BCT,833000007,607394,744231
732,The Faythe Wexford,Wexford,E0834025,1,The Faythe,BCT,834000195,705116,621244
732,The Faythe Wexford,Wexford,E0834025,2,The Faythe Wexford,BCT,8340PB003206,705116,621262
733,Dolphins Barn Street,Dolphins Barn,E0822017,1,Dolphins Barn Street,BCT,8220PB002166,713739,732771
733,Dolphins Barn Street,Dolphins Barn,E0822017,2,Dolphins Barn Street,BCT,825000209,713780,732795
734,Domnick Street Galway,Galway,E0846001,1,Domnick Street,BCT,847000142,529490,725012
734,Domnick Street Galway,Galway,E0846001,2,Domnick Street,BCT,847000143,529468,724987
735,Donacarney,Bettystown,E0831064,1,R150,BCT,831000019,713591,774798
735,Donacarney,Bettystown,E0831064,2,R150,BCT,831000020,713593,774800
736,Donacarney Church,Drogheda,E0830001,1,Park Way,BCT,830000011,712579,774414
736,Donacarney Church,Drogheda,E0830001,2,Park Way,BCT,830000012,712577,774406
737,Donnybrook Hill Cork,Douglas,E0837024,1,Donnybrook Hill,BCT,838000075,569796,568871
738,Donnybrook Road,Donnybrook,E0822030,1,Donnybrook Road,BCT,825000218,717707,731416
738,Donnybrook Road,Donnybrook,E0822030,2,Donnybrook Road,BCT,825000219,717707,731416
738,Donnybrook Road,Donnybrook,E0822030,3,Donnybrook Road,BCT,825000220,717707,731416
739,Donnybrook Stadium,Drogheda,E0830001,3,Donore Road,BCT,830000015,708015,774508
739,Donnybrook Stadium,Drogheda,E0830001,4,Donore Road,BCT,830000016,708020,774486
739,Donnybrook Stadium,Drogheda,E0830001,5,Donore Road,BCT,830000017,708020,774486
740,Newpark Close,Kilkenny,E0827010,1,Newpark Close,BCT,827000111,651183,656890
741,Doohoma,Doohooma,E0849065,1,Doohoma,BCT,849000077,473167,815601
741,Doohoma,Doohooma,E0849065,2,Doohoma,BCT,849000078,473170,815607
741,Doohoma,Doohooma,E0849065,3,Doohoma,BCT,849000079,473170,815607
741,Doohoma,Doohooma,E0849065,4,Doohoma,BCT,849000080,473167,815601
743,Doolough,Gweesalia,E0849066,1,Doolough,BCT,849000081,474714,823707
743,Doolough,Gweesalia,E0849066,2,Doolough,BCT,849000082,474678,823701
743,Doolough,Gweesalia,E0849066,3,Doolough,BCT,849000083,474714,823707
743,Doolough,Gweesalia,E0849066,4,Doolough,BCT,849000084,474678,823701
744,Dooly's Hotel Birr,Birr,E0832038,1,John's Mall,BCT,832000016,605976,705094
744,Dooly's Hotel Birr,Birr,E0832038,2,John's Mall,BCT,832000017,605986,705072
744,Dooly's Hotel Birr,Birr,E0832038,3,John's Mall,BCT,832000018,605976,705094
744,Dooly's Hotel Birr,Birr,E0832038,4,John's Mall,BCT,832000019,605986,705072
745,Doonfeeney,Ballycastle,E0849028,1,R314,BCT,849000085,509087,839817
745,Doonfeeney,Ballycastle,E0849028,2,R314,BCT,849000086,509093,839825
746,Sarsfield St (Debenhams),Limerick,E0840001,1,Sarsfield St (Debenhams),BCT,8410B6078301,557569,657174
747,Dorset Street,Dublin,E0822013,1,Dorset Street Lower,BCT,8220PB003736,715638,735665
747,Dorset Street,Dublin,E0822013,2,Dorset Street Lower,BCT,825000221,715612,735601
748,Dr Murphy Place Portlaoise,Portlaoise,E0828012,1,Borris Road,BCT,828000029,647492,698790
748,Dr Murphy Place Portlaoise,Portlaoise,E0828012,2,Borris Road,BCT,828000030,647481,698778
749,Drehidnacarriga Bridge,County Limerick,E0841097,1,Caherlane,BCT,841000027,512894,622590
749,Drehidnacarriga Bridge,County Limerick,E0841097,2,Caherlane,BCT,841000028,512909,622602
750,"Driftwood Crafts Car Park, Derreeny",Rossmackowen,E0838177,1,R572,BCT,838000076,478910,547919
750,"Driftwood Crafts Car Park, Derreeny",Rossmackowen,E0838177,2,R572,BCT,838000077,478910,547919
751,Drimnagh Road,Walkinstown,E0822004,1,Drimnagh Road,BCT,825000222,712003,731851
751,Drimnagh Road,Walkinstown,E0822004,2,Drimnagh Road,BCT,825000223,712034,731838
752,Donore Road,Drogheda,E0830001,1,Donore Road,BCT,830000018,708015,774508
753,Lintown Hall,Kilkenny,E0827010,1,Johnswell Road,BCT,827000101,651611,657116
754,Dromtrasna North,County Limerick,E0841097,1,Dromtrasna North,BCT,841000037,514807,624436
754,Dromtrasna North,County Limerick,E0841097,2,Dromtrasna North,BCT,841000038,514811,624461
755,Drumbear Estate Monaghan,Monaghan,E0854044,1,Coothill Road,BCT,854000009,667252,832177
755,Drumbear Estate Monaghan,Monaghan,E0854044,2,Coothill Road,BCT,854000010,667252,832177
756,Drumcliffe,Drumcliff (Sligo),E0851051,1,N15,BCT,851000005,568651,841258
756,Drumcliffe,Drumcliff (Sligo),E0851051,2,N15,BCT,851000006,568661,841271
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,1,Drumcondra Road Lower,BCT,825000232,715923,736174
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,2,Drumcondra Road Lower,BCT,825000233,715923,736174
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,3,Drumcondra Road Lower,BCT,825000234,715988,736272
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,4,Drumcondra Road Lower,BCT,825000235,715923,736174
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,5,Drumcondra Road Lower,BCT,825000236,715988,736272
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,6,Drumcondra Road Lower,BCT,825000237,715923,736174
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,7,Drumcondra Road Lower,BCT,825000238,715988,736272
757,Drumcondra Road Lower,Drumcondra (Dublin),E0822021,8,Drumcondra Road Lower,BCT,825000239,715988,736272
758,Drumkerrin,Drumkeeran,E0848001,1,Main Street,BCT,848000005,590605,824412
758,Drumkerrin,Drumkeeran,E0848001,2,Main Street,BCT,848000006,590622,824419
759,Drumlave,Adrigole,E0838048,1,R572,BCT,838000083,481534,549596
759,Drumlave,Adrigole,E0838048,2,R572,BCT,838000084,481530,549590
760,Drummond Cross,County Laois,E0828040,2,Drummond Cross,BCT,828000023,638914,712964
760,Drummond Cross,County Laois,E0828040,3,Drummond Cross,BCT,828000024,638940,712973
760,Drummond Cross,County Laois,E0828040,4,Drummond Cross,BCT,828000025,638940,712973
760,Drummond Cross,County Laois,E0828040,5,Drummond Cross,BCT,828000026,638940,712973
760,Drummond Cross,County Laois,E0828040,6,Drummond Cross,BCT,828000027,638886,712931
760,Drummond Cross,County Laois,E0828040,1,Drummond Cross,BCT,828000042,638940,712973
761,Drumnabehy,County Laois,E0828040,1,R422,BCT,828000028,635829,710482
762,Garringreen,Kilkenny,E0827010,1,JOhnswell Road,BCT,827000102,652138,657227
763,Larchfield Kilkenny,Kilkenny,E0827010,1,Larchfield,BCT,827000106,651076,655238
764,Fourmilewater,Fourmilewater,99023365,1,Fourmilewater,BCT,845000062,616839,614261
764,Fourmilewater,Fourmilewater,99023365,2,Fourmilewater,BCT,845000064,616842,614272
765,Bernadette Place (The Faythe),Wexford,E0834025,1,The Faythe,BCT,834000172,705389,620991
765,Bernadette Place (The Faythe),Wexford,E0834025,->SE,The Faythe Wexford,BCT,8340PB003208,705392,621008
766,Maudlintown Wexford,Wexford,E0834025,1,Maudlintown,BCT,834000302,705501,620938
766,Maudlintown Wexford,Wexford,E0834025,2,Maudlintown Wexford,BCT,8340PB003165,705498,620962
766,Maudlintown Wexford,Wexford,E0834025,3,Maudlintown Wexford,BCT,8340PB003196,705502,620962
767,Custom House,Docklands,E0822073,3,Stop No. 407,BCT,8220DB000407,716258,734550
767,Custom House,Docklands,E0822073,5,Custom House Quay,BCT,8220B1352701,716266,734542
767,Custom House,Docklands,E0822073,4,Custom House Quay,BCT,8220B1352702,716266,734542
767,Custom House,Docklands,E0822073,2,Custom House Quay,BCT,825000302,716250,734542
767,Custom House,Docklands,E0822073,1,Custom House Quay,BCT,825000317,716250,734542
768,Dublin Road,Rathingle,E0824040,1,Dublin Road,BCT,825000318,717748,744888
768,Dublin Road,Rathingle,E0824040,2,Dublin Road,BCT,825000319,717736,744894
769,Louth County Hospital,Dundalk,E0830004,1,Dublin Road,BCT,830000024,704991,805580
769,Louth County Hospital,Dundalk,E0830004,2,Dublin Road,BCT,830000025,704991,805580
769,Louth County Hospital,Dundalk,E0830004,3,Dublin Road,BCT,830000026,704980,805616
769,Louth County Hospital,Dundalk,E0830004,4,Dublin Road,BCT,830000027,704980,805616
770,Dublin Road Limerick,Kilbane (Limerick),E0841095,3,Dublin Road,BCT,841000091,560950,657336
770,Dublin Road Limerick,Kilbane (Limerick),E0841095,2,Groody Roundabout Junction,BCT,8410B6077001,560927,657326
771,Dublin Road Naas,Naas,E0826019,1,Dublin Road,BCT,826000051,690307,720523
771,Dublin Road Naas,Naas,E0826019,2,Dublin Road,BCT,826000052,690303,720515
772,Easton Road (Outbound at Beechpark),Leixlip,E0826046,1,Easton Road Outbound at Beechpark Estate,BCT,8260DB007314,698363,736047
773,Dublin Road (near junction Boroimhe),Rathingle,E0824040,->S,Stop No. 3696,BCT,8240DB003696,717719,745140
773,Dublin Road (near junction Boroimhe),Rathingle,E0824040,->N,Stop No. 3675,BCT,8240DB003675,717696,745157
773,Dublin Road (near junction Boroimhe),Rathingle,E0824040,4,Dublin Road,BCT,8240PB001991,717712,745152
773,Dublin Road (near junction Boroimhe),Rathingle,E0824040,5,Dublin Road,BCT,8240PB001987,717697,745150
774,"Dublin Tourism Office, Suffolk Street",Dublin City South,E0822091,1,Suffolk Street,BCT,825000323,715838,734008
774,"Dublin Tourism Office, Suffolk Street",Dublin City South,E0822091,2,Suffolk Street,BCT,825000324,715838,734008
774,"Dublin Tourism Office, Suffolk Street",Dublin City South,E0822091,3,Suffolk Street,BCT,825000325,715838,734008
775,Dublin Writer's Museum,Rotunda,E0822054,1,Parnell Square North,BCT,825000328,715570,735192
775,Dublin Writer's Museum,Rotunda,E0822054,2,Parnell Square North,BCT,825000329,715570,735192
775,Dublin Writer's Museum,Rotunda,E0822054,3,Parnell Square North,BCT,825000330,715570,735192
775,Dublin Writer's Museum,Rotunda,E0822054,4,Parnell Square North,BCT,825000331,715570,735192
775,Dublin Writer's Museum,Rotunda,E0822054,5,Parnell Square North,BCT,825000332,715570,735192
776,"Dublin Writer's Museum, Parnell Square",Rotunda,E0822054,1,Parnell Square North,BCT,825000333,715570,735192
777,Blackrock Rd (Opp Ashton School),Ballinlough (Cork City),E0837023,1,Blackrock Rd (Opp Ashton School),BCT,8380B230111,568837,571417
778,Childers Rd (Shopping Centre),Garryowen,E0840004,1,,BCT,8410B6077201,559614,656447
778,Childers Rd (Shopping Centre),Garryowen,E0840004,2,,BCT,8410B6075701,559587,656364
779,Dun Na Carraige Salthill Galway,Salthill,E0846002,1,Salthill Road Upper,BCT,847000399,527057,723568
779,Dun Na Carraige Salthill Galway,Salthill,E0846002,2,Salthill Road Upper,BCT,847000400,527063,723586
780,Dunawley Avenue Clondalkin,Nangor,E0823024,1,Fonthill Road,BCT,825000336,706240,731766
780,Dunawley Avenue Clondalkin,Nangor,E0823024,2,Fonthill Road,BCT,825000337,706247,731786
781,Dunboy,Castletown Bearhaven,E0838158,1,R572,BCT,838000131,466344,544195
781,Dunboy,Castletown Bearhaven,E0838158,2,R572,BCT,838000132,466318,544189
782,Dunboy Castle Hotel Castletownbere,Castletown Bearhaven,E0838158,1,Cametrygan Woods,BCT,8380PB000204,467700,545826
783,Dundalk Institute of Technology,Dundalk,E0830004,2,Dublin Road,BCT,830000029,705223,805031
783,Dundalk Institute of Technology,Dundalk,E0830004,3,Dublin Road,BCT,8300PB001697,705242,804999
783,Dundalk Institute of Technology,Dundalk,E0830004,4,Dublin Road,BCT,8300PB001690,705223,805031
784,Dundalk Retail Park,Dundalk,E0830004,1,Coes Road,BCT,830000030,705674,807250
784,Dundalk Retail Park,Dundalk,E0830004,2,Coes Road,BCT,830000031,705674,807270
784,Dundalk Retail Park,Dundalk,E0830004,3,Coes Road,BCT,830000032,705674,807250
784,Dundalk Retail Park,Dundalk,E0830004,4,Coes Road,BCT,830000033,705674,807270
785,Dundalk Stadium,Dundalk,E0830004,1,N52,BCT,830000034,705720,808750
786,Dunfanaghy,Dunfanaghy,E0853004,1,Main Street,BCT,853000051,601803,937332
786,Dunfanaghy,Dunfanaghy,E0853004,2,Main Street,BCT,853000052,601820,937322
786,Dunfanaghy,Dunfanaghy,E0853004,4,Main Street,BCT,853000101,601786,937365
786,Dunfanaghy,Dunfanaghy,E0853004,3,Main Street,BCT,853000102,601788,937359
787,Dunganville,Ardagh,E0841091,1,Dunganville,BCT,841000093,525795,637524
788,Dunkerrin,Dunkerrin,E0832002,1,R445,BCT,832000037,606106,684882
788,Dunkerrin,Dunkerrin,E0832002,2,R445,BCT,832000038,606114,684865
789,Dunlewy Post Office,Money Beg,E0853080,1,R251,BCT,853000053,590722,920497
789,Dunlewy Post Office,Money Beg,E0853080,2,R251,BCT,853000054,590711,920492
790,Dunmore,Dunmore,E0847004,1,N83,BCT,847000401,550807,763426
790,Dunmore,Dunmore,E0847004,2,N83,BCT,847000402,550797,763406
791,Dunn Ri Hotel Carlow,Carlow,E0821025,1,Bridewell Lane,BCT,821000001,672072,676590
791,Dunn Ri Hotel Carlow,Carlow,E0821025,2,Bridewell Lane,BCT,821000002,672072,676590
